group_trees.browsePathName3,值2,parent_asin,求和项:review_id 的计数
,,B017YHV33O,1
,Old lady,,3
,,B0CP62YTH9,1
,,B0BPD726MZ,1
,,B0BNMCF5B1,1
,Alien,,2
,,B08W57N34W,1
,,B07ZKQYX5T,1
,Maid,,1
,,B0B4DN72SP,1
其他文化节庆,,,40
, Event,,40
,,B07Q826VGT,7
,,B07JG4GJD6,6
,,B07FRCKNQ3,6
,,B071SD4KDK,6
,,B09PG7K6XN,5
,,B09NVJ8NSW,5
,,B076J7WWH6,5
悠闲度日，消磨时间,,,37
,Lounge Around,,37
,,B089Q57FB3,4
,,B085QD77QG,4
,,B0CPWLZYQL,3
,,B0CJCLPYXL,2
,,B0CHJD9ZW7,2
,,B0CGHF44KQ,2
,,B0CC8HCJLD,2
,,B0CC1FPK44,2
,,B0C8J9BMQR,2
,,B09KZJLKV6,2
,,B09CPYXX1W,2
,,B08Q49878V,2
,,B083W6D4RJ,2
,,B083B5PY27,2
,,B07X1CKRNR,2
,,B07WNNWW5W,2
用于Cosplay,,,36
,A Costume,,36
,,B0779VRNK6,11
,,B01MSNGOMO,7
,,B09TT9FGCX,6
,,B07Q826VGT,6
,,B07FR995CV,6
Birthday,,,36
,The Office,,22
,,B07KWDH8HD,4
,,B0CTCDYV49,3
,,B0CP64WB7V,3
,,B0CH3F8Y37,3
,,B0C6QTQ3F8,3
,,B0BSXFQD62,3
,,B0BD6D1SMS,3
,Rodeo,,14
,,B072MYZVJN,4
,,B0CDH8WJP2,2
,,B0CDGRLHJT,2
,,B0CDGRC4ZT,2
,,B0C2VXPK34,2
,,B07F8W74D9,2
游船,,,35
,On a Cruise,,35
,,B07Q826VGT,5
,,B07KWDH8HD,4
,,B09QCS582R,3
,,B0817QGD2F,3
,,B0BPGPBKHZ,2
,,B0BNKHMZ9F,2
,,B0BM3M3JX3,2
,,B0BHRVFV3W,2
,,B09DPC7J69,2
,,B07W4G7G9F,2
,,B07JG4GJD6,2
,,B076J7WWH6,2
,,B071SD4KDK,2
,,B06X9P5H44,2
圣诞,,,35
,Christmas Gift,,25
,,B07LCCXW2V,10
,,B0B77GM6PN,3
,,B08SWNPH4G,3
,,B08SWHLGCC,3
,,B07XFNBY69,3
,,B01IQUOV6O,3
,The Holidays,,10
,,B0C9M3N17M,2
,,B09PG7K6XN,2
,,B09JGCCMPQ,2
,,B089K5TXG2,2
,,B07JG4GJD6,2
生日相关,,,32
,Birthday Party,,32
,,B07KQ2WFMP,6
,,B07Q826VGT,4
,,B071SD4KDK,4
,,B0C2VXPK34,2
,,B09TT9FGCX,2
,,B09DYY2T8D,2
,,B07VVQGBT2,2
,,B07K179M71,2
,,B07CK369S6,2
,,B07849VCBQ,2
,,B076J7WWH6,2
,,B073XM6F7J,2
婚礼相关,,,28
,Anniversary,,21
,,B09QCS582R,3
,,B07Q826VGT,3
,,B0188GTUXK,3
,,B0CM3HXRRF,2
,,B0BXWKHZ55,2
,,B09WN95FVK,2
,,B087WP31H9,2
,,B07JG4GJD6,2
,,B071SD4KDK,2
,Wedding Rehearsal,,4
,,B0BRSZ83VZ,1
,,B0BMT9D59Y,1
,,B0B389P4K6,1
,,B087WP31H9,1
,Bachelor Party,,3
,,B0CPTHL7KT,1
,,B0C3LXLHK8,1
,,B08WC544T2,1
其他兴趣爱好,,,27
,Interest,,27
,,B0CQT5GG6J,2
,,B0D2DJ75ZF,1
,,B0CQJRQLK9,1
,,B0CQ8NDXWR,1
,,B0CP1YVD7M,1
,,B0CNH9RQ8G,1
,,B0CN4Z3S9W,1
,,B0CK2K4VDH,1
,,B0CJXJN762,1
,,B0CGZD632P,1
,,B0CB6S9M17,1
,,B0C9JSWFLZ,1
,,B0C8SDCD77,1
,,B0C89T83YB,1
,,B0C6KHB1QN,1
,,B0C6JQGWVT,1
,,B0BQ5FY2BK,1
,,B0BNHFPMBD,1
,,B0BND71QZZ,1
,,B0BJDQJQFR,1
,,B0BD6D1SMS,1
,,B0B3J1BVJ9,1
,,B0B39H5SGQ,1
,,B09N9MK5JP,1
,,B09C16XMYV,1
,,B07JG4GJD6,1
万圣节化装,,,25
,Halloween Costume,,25
,,B09CPYXX1W,6
,,B07JG4GJD6,5
,,B07C63SSZD,5
,,B01NBATSLU,5
,,B09V16Q97R,4
主题派对,,,23
,white party,,23
,,B09QCS582R,7
,,B0BHRVFV3W,5
,,B0B4VVLJHG,4
,,B07849VCBQ,4
,,B09TT9FGCX,3
下班后的消遣,,,23
,After Work,,17
,,B0CSXC6C23,1
,,B0CKVTXN5S,1
,,B0CKTD4M6S,1
,,B0CFM3CKHL,1
,,B0CCDJ998S,1
,,B0CB2L3KJ4,1
,,B0C6SS53KX,1
,,B0C6JQGWVT,1
,,B0C5XKHC2N,1
,,B0BSXFQD62,1
,,B0BND71QZZ,1
,,B0BLLYMB35,1
,,B0BL732QVW,1
,,B09QYYJB2N,1
,,B09NL2F183,1
,,B095YPYF7L,1
,,B08BNKR56X,1
,After Hours,,6
,,B0CW3CLN76,2
,,B0CJ59Q56S,1
,,B0B82JYG3S,1
,,B09BNRK5FK,1
,,B07LB16Z11,1
跳舞,,,22
,Dancing,,13
,,B07CK369S6,3
,,B0BHY673H3,2
,,B09NVJ8NSW,2
,,B09CPYXX1W,2
,,B07W4G7G9F,2
,,B076J7WWH6,2
,To Dance,,9
,,B0CQX5L46M,1
,,B0CKTD4M6S,1
,,B0CHFRC4T7,1
,,B09V16Q97R,1
,,B09PG7K6XN,1
,,B07Q826VGT,1
,,B07GVGWYHT,1
,,B07C63SSZD,1
,,B076J7WWH6,1
会议,,,20
,Meeting,,20
,,B09S3N9Z4V,4
,,B0CQT5GG6J,2
,,B0CNLTM2LR,2
,,B0CJLW7GM3,2
,,B0CG6HWYLR,2
,,B0CFB95RT1,2
,,B07KWDH8HD,2
,,B07849VCBQ,2
,,B0744GF5GF,2
歌手的演唱会,,,18
,Concert,,18
,,B07WGF5FFZ,4
,,B07JG4GJD6,4
,,B06X9P5H44,4
,,B09CPYXX1W,3
,,B081B77YGJ,3
休闲活动,,,16
,Casual Occasion,,16
,,B0C282Q34F,2
,,B0CNT533VN,1
,,B0CNJLCV5X,1
,,B0CNGPQL8C,1
,,B0CN967M4H,1
,,B0CHF434N9,1
,,B0CD7TTSTQ,1
,,B0C38YK4LJ,1
,,B0BRK9LDYY,1
,,B0BRCWD7MW,1
,,B0BNVDXV7V,1
,,B0BNM6C37P,1
,,B09X1TZ167,1
,,B09J1YWKNL,1
,,B08F7WH9JM,1
高尔夫球,,,15
,Play Golf,,15
,,B0D1KJSJFQ,1
,,B0CT5428G8,1
,,B0CQXBCPH3,1
,,B0CPWMX2LG,1
,,B0CM3P7N93,1
,,B0CLLP3QTJ,1
,,B0CL6GRHHB,1
,,B0CL3QV1Q3,1
,,B0CCJPLC85,1
,,B0C373ZXR1,1
,,B0BNM6C37P,1
,,B0BLHCRG1G,1
,,B0BKZPQZL4,1
,,B09LYJWG4F,1
,,B08SWHB99S,1
上学,,,12
,To School,,12
,,B0CNX6YKVF,1
,,B0CFM3CKHL,1
,,B0C9JSWFLZ,1
,,B0C816X83D,1
,,B0BRXBNKYC,1
,,B0BM7HQ31R,1
,,B09PG7K6XN,1
,,B09FTHVK7B,1
,,B092W1YZKP,1
,,B08SWHB99S,1
,,B083VSNXMY,1
,,B06XT1QTZ8,1
去教会，做礼拜,,,12
,To Church,,12
,,B07LDZY8XT,4
,,B0CKHLFDFP,2
,,B08SWNPH4G,2
,,B08SWHLGCC,2
,,B07Z8ZJVX9,2
舞会,,,10
,A Concert,,10
,,B0C2VXPK34,2
,,B081B77YGJ,2
,,B07KWDH8HD,2
,,B07JG4GJD6,2
,,B07849VCBQ,2
黑色星期五,,,8
,Black Friday,,8
,,B0BBR5HPWB,1
,,B0B9T2VX3W,1
,,B0B5SXBF6H,1
,,B0B5KBGKB2,1
,,B08NBWCBYJ,1
,,B07YDJKWB5,1
,,B07VC7Y3DQ,1
,,B01MSNGOMO,1
喝一杯,,,8
,A Drink,,8
,,B0CJRMVT8G,1
,,B0CB7KZ8Y4,1
,,B0BS15GZ9V,1
,,B0BHRVFV3W,1
,,B0B3J1BVJ9,1
,,B09NQ8VRC4,1
,,B08SWNPH4G,1
,,B07WRWF1FP,1
唱歌,,,7
,Singing,,7
,,B0C2VXPK34,1
,,B0BHY6TYN9,1
,,B0BDM7CN8Z,1
,,B0B74BNLWT,1
,,B07DYTYSYN,1
,,B076J7WWH6,1
,,B071SD4KDK,1
用于专业/职业场合,,,5
,Professional Occasion,,5
,,B0CGHF44KQ,1
,,B09L1LMXWF,1
,,B096Z5ZBMQ,1
,,B0967TM7L5,1
,,B0921ZMJF2,1
学校的,,,5
,in School,,5
,,B0CFR1DDD7,1
,,B095VHCRGJ,1
,,B07C63SSZD,1
,,B073XM6F7J,1
,,B01NBATSLU,1
酒吧减价的时段（通常在傍晚）,,,4
,Happy Hour,,4
,,B0CPTHL7KT,1
,,B0CH7YRVCR,1
,,B0CBJSY51C,1
,,B0BRK8LV82,1
毕业相关,,,4
,Prom Party,,4
,,B07Q826VGT,2
,,B076J7WWH6,1
,,B074H662GS,1
woodstock音乐节,,,4
,woodstock,,4
,,B09TT9FGCX,2
,,B07MK6J2RY,1
,,B07849VCBQ,1
摩托车,,,3
,Motorcycle Riding,,3
,,B0CB6DGMR2,1
,,B0BQ59CQ56,1
,,B07KW77JZ3,1
剧院,,,3
,Opera,,3
,,B07VVQGBT2,1
,,B07Q826VGT,1
,,B017YHV33O,1
购物,,,3
,To Shopping,,3
,,B0CNJLCV5X,1
,,B0BLSQFLDS,1
,,B0BBGST6QJ,1
Wedding,,,2
,Bachelorette,,2
,,B0BKLSN295,1
,,B0BHWWD178,1
Festive Events,,,2
,Carnival,,2
,,B07Q826VGT,1
,,B07H9VZ5GJ,1
Concerts,,,2
,Rock Concert,,2
,,B0CDH9YJHJ,1
,,B07JG4GJD6,1
网络星期一,,,1
,Cyber Monday,,1
,,B07YDJKWB5,1
遛狗,,,1
,Dog walking,,1
,,B083VSNXMY,1
返校季,,,1
,Back to School,,1
,,B0CFM3CKHL,1
办公室上班,,,1
,To Office,,1
,,B0CB2L3KJ4,1
Political events 政治相关,,,1
,Voting,,1
,,B08SWNPH4G,1
总计,,,6280
